marca,modelo,ano,km,preco_numerico,consumo_urbano_km_l,consumo_estrada_km_l,custo_manutencao_anual,confiabilidade,tipo_veiculo_classificado,segmento,codigoFipe,mesReferencia,anoReferencia
Fiat,Marea Weekend Turbo 2.0 20V 4p,2007,280000,35597.0,13.7,15.4,1574,7.0,Hatchback,Popular,001088-0,5,2022
Fiat,Oggi,1985,609166,3289.0,12.0,16.4,2368,7.3,Hatchback,Popular,001105-3,5,2022
Fiat,PULSE AUDACE 1.0 Turbo 200 Flex Aut.,2022,26857,118516.0,13.7,16.8,1980,7.0,Hatchback,Médio,001542-3,7,2022
Fiat,PULSE DRIVE 1.0 Turbo 200 Flex Aut.,2022,29336,112526.0,12.8,15.4,2381,6.6,Hatchback,Médio,001543-1,6,2022
Fiat,PULSE DRIVE 1.3 8V Flex Aut.,2022,35073,105639.0,11.2,16.3,2217,7.0,Hatchback,Médio,001544-0,7,2022
Fiat,PULSE DRIVE 1.3 8V Flex Mec. ,2022,34334,97789.0,11.6,14.5,1667,6.7,Hatchback,Médio,001545-8,7,2022
Fiat,PULSE IMPETUS 1.0 TURBO 200 Flex Aut.,2022,34480,130828.0,13.7,16.7,1789,7.5,Hatchback,Médio,001546-6,7,2022
Fiat,Palio 1.0 Cel. ECON./ITALIA F.Flex 8V 4p,2014,171666,33735.0,11.1,16.9,2479,7.4,Hatchback,Popular,001269-6,6,2022
Fiat,Palio 1.0 Celebr. ECONOMY F.Flex 8V 2p,2014,121941,28129.0,14.0,15.9,2022,7.3,Hatchback,Popular,001268-8,6,2022
Fiat,Palio 1.0 ECONOMY Fire Flex 8V 2p,2014,159374,25558.0,13.3,16.4,1736,7.3,Hatchback,Popular,001266-1,8,2022
Fiat,Palio 1.0 ECONOMY Fire Flex 8V 4p,2014,131125,30196.0,12.0,15.5,1613,6.7,Hatchback,Popular,001267-0,6,2022
Fiat,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 2p,2016,109866,29783.0,12.4,14.8,2466,6.9,Hatchback,Popular,001176-2,8,2022
Fiat,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,2017,114630,35494.0,12.5,13.8,1734,7.3,Hatchback,Popular,001177-0,6,2022
Fiat,Palio 1.6 mpi 16V 2p,2000,312583,9599.0,12.0,15.9,1503,7.0,Hatchback,Popular,001009-0,8,2022
Fiat,Palio 1.6 mpi 16V 4p,2000,354985,12659.0,11.4,15.5,1605,7.5,Hatchback,Popular,001070-7,6,2022
Fiat,Palio 1.8R mpi Flex 8V 2p,2010,187873,29459.0,12.4,15.5,1534,7.1,Hatchback,Popular,001244-0,8,2022
Fiat,Palio 1.8R mpi Flex 8V 4p,2010,188962,32203.0,13.0,14.6,1916,7.1,Hatchback,Popular,001231-9,7,2022
Fiat,Palio ATTRA. Best Seller 1.0 EVO Flex 5p,2016,107762,41271.0,12.3,13.8,2376,7.4,Hatchback,Popular,001439-7,8,2022
Fiat,Palio ATTRA. Best Seller 1.4 EVO Flex 5p,2016,119991,41254.0,13.0,15.9,1751,6.7,Hatchback,Popular,001438-9,7,2022
Fiat,Palio ATTRA./ITÁLIA 1.4 EVO F.Flex 8V 5p,2017,102966,43701.0,13.4,14.5,1552,6.9,Hatchback,Popular,001314-5,6,2022
Fiat,Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,2017,123240,43040.0,13.8,13.8,1736,7.4,Hatchback,Popular,001372-2,5,2022
Fiat,Palio Celebration 1.0 Fire Flex 8V 2p,2016,100390,29562.0,11.9,15.7,1543,6.5,Hatchback,Popular,001237-8,8,2022
Fiat,Palio Celebration 1.0 Fire Flex 8V 4p,2016,97369,32138.0,12.7,14.2,2060,6.6,Hatchback,Popular,001238-6,5,2022
Fiat,Palio City 1.0 4p,2000,390130,8556.0,13.6,15.7,1770,7.1,Hatchback,Popular,001067-7,5,2022
Fiat,Palio City 1.5/1.6 4p,2000,335595,10831.0,11.6,15.6,2129,6.9,Hatchback,Popular,001069-3,8,2022
Fiat,Palio CityMatic 1.0 mpi,2000,414157,10588.0,11.7,14.5,2429,7.5,Hatchback,Popular,001115-0,5,2022
Fiat,Palio ED 1.0 mpi 2p e 4p,1999,385149,10098.0,13.0,15.2,2002,6.7,Hatchback,Popular,001006-5,7,2022
Fiat,Palio EDX 1.0 mpi 2p,1999,319537,10117.0,11.2,15.4,1822,6.8,Hatchback,Popular,001007-3,7,2022
Fiat,Palio EDX 1.0 mpi 4p,1999,345250,10676.0,12.3,15.2,1522,7.3,Hatchback,Popular,001008-1,6,2022
Fiat,Palio EL 1.5 mpi 2p e 4p,2000,411008,12382.0,13.1,14.3,1996,6.5,Hatchback,Popular,001031-6,6,2022
Fiat,Palio EL 1.6 spi 2p e 4p,2000,302267,12684.0,12.9,14.8,1886,6.9,Hatchback,Popular,001063-4,5,2022
Fiat,Palio ELX 1.0 Fire/30 Anos F. Flex 8V 4p,2011,161151,26626.0,11.8,17.0,2316,6.6,Hatchback,Popular,001207-6,6,2022
Fiat,Palio ELX 1.0 mpi Fire 16v 4p (25 anos),2003,350862,14459.0,13.9,15.0,2292,7.0,Hatchback,Popular,001151-7,8,2022
Fiat,Palio ELX 1.0/ 1.0 Fire Flex 8V 2p,2011,189343,23296.0,13.9,14.1,1826,7.5,Hatchback,Popular,001066-9,6,2022
Fiat,Palio ELX 1.3 mpi  Fire 16V 4p,2003,273229,16071.0,13.5,15.2,1934,7.4,Hatchback,Popular,001142-8,6,2022
Fiat,Palio ELX 1.3 mpi Flex 8V 4p,2005,318538,20138.0,12.6,14.9,1658,6.8,Hatchback,Popular,001208-4,8,2022
Fiat,Palio ELX 1.4 Fire/30 Anos F. Flex 8V 4p,2010,245467,29863.0,13.0,14.8,2307,7.3,Hatchback,Popular,001223-8,5,2022
Fiat,Palio ELX 1.5 4p,2001,304982,12168.0,11.1,16.0,2278,7.0,Hatchback,Popular,001071-5,8,2022
Fiat,Palio ELX 1.6 4p,2000,328252,10630.0,12.7,14.3,2070,7.1,Hatchback,Popular,001068-5,6,2022
Fiat,Palio ELX 1.6 mpi 16v 4p,2003,304886,14601.0,11.3,14.9,2346,6.6,Hatchback,Popular,001152-5,6,2022
Fiat,Palio ELX 1.8/ 1.8 mpi Flex 8V 4p,2010,242165,29684.0,12.8,16.2,1752,7.2,Hatchback,Popular,001196-7,8,2022
Fiat,Palio ELX Dualogic 1.8 mpi Flex 8V 4p,2010,229187,27555.0,12.0,15.3,2199,6.5,Hatchback,Popular,001278-5,5,2022
Fiat,Palio ELX/ 500 1.0 4p,2000,323719,12634.0,12.6,16.5,1568,7.0,Hatchback,Popular,001065-0,8,2022
Fiat,Palio ESSENCE 1.6 Flex 16V 5p,2017,107852,46491.0,12.8,15.0,1619,6.7,Hatchback,Popular,001324-2,5,2022
Fiat,Palio ESSENCE Dualogic 1.6 Flex 16V 5p,2017,93313,47848.0,13.6,16.8,2273,7.4,Hatchback,Popular,001325-0,7,2022
Fiat,Palio EX 1.0 mpi 2p,2000,373099,10094.0,11.0,16.1,2320,7.4,Hatchback,Popular,001004-9,7,2022
Fiat,Palio EX 1.0 mpi 4p,2000,373769,12094.0,11.9,16.1,1953,7.3,Hatchback,Popular,001005-7,6,2022
Fiat,Palio EX 1.0 mpi Fire 8v 4p,2003,254254,14734.0,13.0,16.0,1638,7.4,Hatchback,Popular,001154-1,7,2022
Fiat,Palio EX 1.0 mpi Fire/ Fire Flex 8v 2p,2008,211333,17494.0,13.5,13.7,2154,7.3,Hatchback,Popular,001153-3,8,2022
Fiat,Palio EX 1.3 mpi Fire 8V 67cv 2p,2004,285226,12495.0,12.1,13.8,2333,6.7,Hatchback,Popular,001178-9,7,2022
Fiat,Palio EX 1.3 mpi Fire 8V 67cv 4p,2003,349397,15051.0,12.6,13.9,1958,7.4,Hatchback,Popular,001179-7,6,2022
Fiat,Palio EX 1.8 mpi 8V 103cv 4p,2003,299476,14074.0,11.9,14.3,1920,7.0,Hatchback,Popular,001195-9,7,2022
Fiat,Palio EX Century 1.0 mpi Fire 16v 2p,2003,337791,10877.0,13.7,14.3,2209,7.4,Hatchback,Popular,001171-1,6,2022
Fiat,Palio EX Century 1.0 mpi Fire 16v 4p,2003,271845,13452.0,12.9,15.8,2188,7.0,Hatchback,Popular,001172-0,8,2022
Fiat,Palio HLX 1.8 mpi 8V 103cv 4p,2004,333468,17692.0,12.9,14.3,2187,7.0,Hatchback,Popular,001209-2,8,2022
Fiat,Palio HLX 1.8 mpi Flex 8V 4p,2007,299887,23271.0,13.5,15.8,1842,7.0,Hatchback,Popular,001210-6,7,2022
Fiat,Palio Rua 1.0 Fire Flex 8V 5p,2015,152434,34307.0,12.0,16.5,2446,6.9,Hatchback,Popular,001426-5,7,2022
Fiat,Palio SPORT.INTERLAGOS 1.6 Flex 16V,2015,109782,47017.0,13.1,13.6,1683,6.7,Hatchback,Popular,001397-8,8,2022
Fiat,Palio SPORT.INTERLAGOS Dual.1.6 Flex 16V,2015,135786,42150.0,12.9,15.5,1898,7.0,Hatchback,Popular,001398-6,8,2022
Fiat,Palio SPORTING 1.6 Flex 16V 5p,2017,87235,51583.0,13.5,15.1,1738,6.8,Hatchback,Popular,001370-6,7,2022
Fiat,Palio SPORTING B.Edit. 1.6 Flex 16V 5p,2016,120896,54156.0,11.4,15.5,2180,6.7,Hatchback,Popular,001467-2,6,2022
Fiat,Palio SPORTING Dual. B.Edit. 1.6 Flex 5p,2016,99560,53453.0,12.5,14.1,2302,6.9,Hatchback,Popular,001468-0,8,2022
Fiat,Palio SPORTING Dualogic 1.6 Flex 16V 5p,2017,86784,51594.0,12.4,15.0,2198,6.6,Hatchback,Popular,001371-4,8,2022
Fiat,Palio Stile 1.6 mpi 16v 4p,2003,322137,13806.0,12.2,15.3,2401,6.7,Hatchback,Popular,001155-0,8,2022
Fiat,Palio W.ADV. LOCK. ITALIA 1.8 Flex 16V,2012,156882,37532.0,13.1,16.9,2020,7.0,Hatchback,Popular,001374-9,7,2022
Fiat,Palio W.Adv. LOC. ITAL.Dual.1.8 Flex 16V,2012,208414,38916.0,11.3,14.1,1594,7.4,Hatchback,Popular,001376-5,8,2022
Fiat,Palio Way 1.0 Fire Flex 8V 5p,2017,119796,37313.0,11.2,15.0,1964,6.5,Hatchback,Popular,001418-4,6,2022
Fiat,Palio Way Celebration 1.0 F. Flex 8V 5p,2016,121352,36106.0,11.8,16.9,2475,7.3,Hatchback,Popular,001419-2,7,2022
Fiat,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,2020,56595,57892.0,13.1,14.9,2041,7.3,Hatchback,Popular,001315-3,6,2022
Fiat,Palio Week. Adv. Dualogic 1.8 Flex,2018,89449,58049.0,13.9,14.0,1758,6.9,Hatchback,Popular,001357-9,6,2022
Fiat,Palio Week. Adv. ITALIA 1.8 Flex 16V,2012,209952,39471.0,13.2,16.8,2024,7.1,Hatchback,Popular,001373-0,6,2022
Fiat,Palio Week. Adv/Adv TRYON 1.8 mpi Flex,2020,63384,71329.0,11.7,16.5,1931,6.7,Hatchback,Popular,001216-5,7,2022
Fiat,Palio Week.Adv. ITAL. Dual. 1.8 Flex 16V,2012,203573,42688.0,13.6,16.4,2315,7.1,Hatchback,Popular,001375-7,7,2022
Fiat,Palio Week.Adv.LOCK.Dualogic 1.8 Flex,2017,100643,57018.0,11.6,14.5,1921,7.4,Hatchback,Popular,001280-7,7,2022
Fiat,Palio Weekend 1.0 6-marchas,2000,425568,10434.0,12.4,15.2,2301,6.8,Hatchback,Popular,001104-5,8,2022
Fiat,Palio Weekend 1.6 mpi 16V 4p,1999,404137,11741.0,11.7,15.5,2079,7.4,Hatchback,Popular,001011-1,7,2022
Fiat,Palio Weekend Adv. Ext. 1.8 Dual. Flex,2016,125003,56528.0,13.0,13.7,1988,7.3,Hatchback,Popular,001459-1,8,2022
Fiat,Palio Weekend Adv. Ext. 1.8 Flex,2016,138595,52381.0,12.3,15.7,1671,6.6,Hatchback,Popular,001457-5,7,2022
Fiat,Palio Weekend Adv. LOCKER Ext. 1.8 Flex,2016,133224,54009.0,12.7,14.0,2250,6.9,Hatchback,Popular,001458-3,7,2022
Fiat,Palio Weekend Adv. Loc.Ext.1.8 Dual.Flex,2016,141219,56938.0,13.4,14.7,2073,7.4,Hatchback,Popular,001460-5,7,2022
Fiat,Palio Weekend Adventure 1.6 8V/16V,2003,335741,16031.0,11.5,13.6,1635,7.4,Hatchback,Popular,001111-8,7,2022
Fiat,Palio Weekend Adventure 1.8 8V 103cv 4p,2004,299712,19810.0,12.4,16.9,2343,7.1,Hatchback,Popular,001194-0,6,2022
Fiat,Palio Weekend Adventure LOCKER 1.8 Flex,2020,52572,75696.0,12.0,15.9,1610,6.7,Hatchback,Popular,001255-6,6,2022
Fiat,Palio Weekend City 1.5/ 1.6 4p,2000,413018,11921.0,11.6,14.4,2216,6.9,Hatchback,Popular,001136-3,8,2022
Fiat,Palio Weekend ELX 1.0 mpi Fire 16V,2003,355627,12848.0,11.5,16.7,2432,7.0,Hatchback,Popular,001156-8,8,2022
Fiat,Palio Weekend ELX 1.3 mpi  Fire 16V,2003,309668,14101.0,13.3,14.8,2165,6.8,Hatchback,Popular,001143-6,6,2022
Fiat,Palio Weekend ELX 1.3 mpi Flex 8V 4p,2005,255249,20528.0,11.3,15.2,1718,6.5,Hatchback,Popular,001214-9,8,2022
Fiat,Palio Weekend ELX 1.4 mpi Fire Flex 8V,2010,192642,27913.0,11.1,14.7,1951,7.1,Hatchback,Popular,001225-4,8,2022
Fiat,Palio Weekend ELX 1.5 mpi 4p,2001,281084,12590.0,11.9,15.0,1875,7.4,Hatchback,Popular,001075-8,8,2022
Fiat,Palio Weekend ELX 1.6 mpi,2000,327342,12871.0,12.0,15.9,2457,6.7,Hatchback,Popular,001073-1,8,2022
Fiat,Palio Weekend EX 1.3 mpi Fire 8V 67cv 4p,2004,293061,14675.0,11.1,15.6,1975,6.7,Hatchback,Popular,001191-6,8,2022
Fiat,Palio Weekend EX 1.5 mpi,2000,316909,11923.0,11.7,15.8,2453,7.1,Hatchback,Popular,001074-0,6,2022
Fiat,Palio Weekend EX 1.8 mpi 8V 103cv 4p,2004,278539,17849.0,12.1,15.4,2356,6.7,Hatchback,Popular,001192-4,8,2022
Fiat,Palio Weekend HLX 1.8 mpi Flex 4p,2008,205911,26698.0,13.4,16.0,2344,7.2,Hatchback,Popular,001215-7,7,2022
Fiat,Palio Weekend Sport 1.6 mpi 16V 4p,2000,344301,11573.0,12.2,13.8,2315,6.9,Hatchback,Popular,001013-8,6,2022
Fiat,Palio Weekend Stile 1.6 mpi 16V 4p,2003,365106,14169.0,13.4,16.1,2380,6.8,Hatchback,Popular,001012-0,7,2022
Fiat,Palio Weekend Stile 1.8 mpi 8V 103cv 4p,2005,328796,23221.0,11.0,15.2,1835,7.5,Hatchback,Popular,001193-2,8,2022
Fiat,Palio Weekend Trekking 1.4 Fire Flex 8V,2011,171019,29699.0,13.9,14.1,1562,7.1,Hatchback,Popular,001256-4,7,2022
Fiat,Palio Weekend Trekking 1.6 Flex 16V 5p,2016,109558,41403.0,12.2,16.7,1564,6.8,Hatchback,Popular,001336-6,6,2022
Fiat,Palio Weekend Trekking 1.8 mpi Flex 8V,2010,245185,29032.0,12.4,13.8,1830,7.5,Hatchback,Popular,001294-7,7,2022
Fiat,Palio Young 1.0 mpi 8v 4p,2002,313816,10886.0,11.8,16.2,1984,7.1,Hatchback,Popular,001150-9,7,2022
Fiat,Palio Young 1.0 mpi Fire 8V 2p,2002,294338,10241.0,11.2,15.6,1952,6.6,Hatchback,Popular,001165-7,8,2022
Fiat,Palio Young 1.0 mpi Fire 8V 4p,2002,354177,11722.0,11.6,14.3,1977,6.6,Hatchback,Popular,001166-5,7,2022
Fiat,Panorama C/CL,1986,540245,2419.0,11.5,14.0,2036,6.9,Hatchback,Popular,001116-9,7,2022
Fiat,Premio CS 1.5 i.e. 2p/ SL 1.6/1.5/1.3 4p,1994,498971,6823.0,11.6,15.8,1597,6.7,Hatchback,Popular,001034-0,8,2022
Fiat,Premio CS 1.6/ 1.5/ 1.3 2p,1994,375047,6275.0,11.9,14.6,2306,6.9,Hatchback,Popular,001033-2,8,2022
Fiat,Premio CSL 1.6 i.e./ 1.5 4p,1994,482132,7406.0,13.0,15.0,2442,7.3,Hatchback,Popular,001036-7,6,2022
Fiat,Premio CSL 1.6/ 1.5,1994,507043,6508.0,13.3,14.6,1809,6.5,Hatchback,Popular,001035-9,6,2022
Fiat,Premio S 1.5 i.e./ 1.5 / 1.3,1993,395082,5631.0,13.4,15.2,1926,6.6,Hatchback,Popular,001032-4,7,2022
Fiat,Punto  ELX 1.4 Fire Flex 8V 5p,2011,197366,30422.0,12.6,15.2,2406,7.1,Hatchback,Popular,001249-1,6,2022
Fiat,Punto 1.4 Fire Flex 8V 5p,2011,210271,30481.0,12.4,16.5,2325,6.9,Hatchback,Popular,001248-3,7,2022
Fiat,Punto ATTRACTIVE 1.4 Fire Flex 8V 5p,2017,124791,49841.0,13.6,14.9,2435,7.4,Hatchback,Popular,001313-7,7,2022
Fiat,Punto ATTRACTIVE ITALIA 1.4 F.Flex 8V 5p,2017,93846,50191.0,12.1,16.5,1598,7.2,Hatchback,Popular,001377-3,7,2022
Fiat,Punto BLACKMOTION 1.8 Flex 16V 5p.,2017,100988,64701.0,13.7,14.7,2476,7.0,Hatchback,Popular,001407-9,8,2022
Fiat,Punto BLACKMOTION Dual. 1.8 Flex 16v 5p,2017,109578,68240.0,12.5,15.7,1874,6.5,Hatchback,Popular,001408-7,7,2022
Fiat,Punto Cabrio,1995,481529,7545.0,13.3,16.5,2234,7.4,Hatchback,Popular,001120-7,6,2022
Fiat,Punto EL/ELX,1995,491784,4534.0,12.7,14.3,2430,7.0,Hatchback,Popular,001117-7,6,2022
Fiat,Punto ESSENCE 1.6 Flex 16V 5p,2017,103336,51490.0,12.5,14.1,2250,6.9,Hatchback,Popular,001316-1,7,2022
Fiat,Punto ESSENCE 1.8 Flex 16V 5p,2012,166641,35070.0,13.6,13.9,2140,7.5,Hatchback,Popular,001317-0,8,2022
Fiat,Punto ESSENCE Dualogic 1.6 Flex 16V 5p,2017,118142,54120.0,11.5,15.5,2210,6.5,Hatchback,Popular,001342-0,6,2022
Fiat,Punto ESSENCE Dualogic 1.8 Flex 16V 5p,2012,160384,35965.0,13.1,16.6,2067,7.0,Hatchback,Popular,001318-8,7,2022
Fiat,Punto ESSENCE SP 1.6 Flex 16V 5p,2016,111138,47314.0,13.9,14.4,2006,7.3,Hatchback,Popular,001437-0,7,2022
Fiat,Punto ESSENCE SP Dualogic 1.6 Flex 16V,2016,105306,47774.0,12.4,14.7,1563,6.8,Hatchback,Popular,001442-7,7,2022
Fiat,Punto HLX 1.8 Flex 8V 5p,2010,205254,29232.0,11.5,16.4,1514,7.4,Hatchback,Popular,001250-5,8,2022
Fiat,Punto S,1995,366329,6285.0,11.3,14.5,2232,6.5,Hatchback,Popular,001118-5,8,2022
Fiat,Punto SX,1995,392520,4713.0,12.6,15.6,2411,6.6,Hatchback,Popular,001119-3,7,2022
Fiat,Punto Sporting 1.8 Flex 8V/16V 5p,2016,97209,51971.0,13.4,16.8,1679,7.2,Hatchback,Popular,001251-3,6,2022
Fiat,Punto Sporting Dualogic 1.8 Flex 16V 5p,2016,138302,50220.0,11.2,14.8,1871,6.8,Hatchback,Popular,001319-6,8,2022
Fiat,Punto T-JET 1.4 16V Turbo 5p,2016,121873,64933.0,12.0,16.8,1565,7.5,Hatchback,Popular,001271-8,6,2022
Fiat,Siena 1.0 mpi/ 500 1.0 mpi,2000,355528,12955.0,13.5,15.1,2351,6.9,Hatchback,Popular,001078-2,7,2022
Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,2012,200987,27428.0,13.3,14.2,1586,6.7,Hatchback,Popular,001175-4,6,2022
Fiat,Siena ATTRACTIVE 1.0 Fire Flex 8V 4p,2011,166532,30331.0,12.2,13.7,1831,7.2,Hatchback,Popular,001320-0,8,2022
Fiat,Siena ATTRACTIVE 1.4 Fire Flex 8V 4p,2011,180995,28069.0,11.2,13.9,1912,6.9,Hatchback,Popular,001321-8,8,2022
Fiat,Siena Celebration 1.0 Fire Flex 8V 4p,2012,190295,25615.0,11.4,15.2,2485,7.1,Hatchback,Popular,001239-4,7,2022
Fiat,Siena City 4p,2000,346427,11651.0,11.4,14.2,2049,7.3,Hatchback,Popular,001076-6,8,2022
Fiat,Siena EL 1.0 mpi Fire Flex 8V 4p,2016,140656,40569.0,11.1,15.1,2391,6.9,Hatchback,Popular,001272-6,7,2022
Fiat,Siena EL 1.4 mpi Fire Flex 8V 4p,2016,108470,43675.0,12.6,16.7,2291,7.2,Hatchback,Popular,001331-5,7,2022
Fiat,Siena EL 1.6 mpi 16V,1999,432222,9933.0,13.3,13.9,1776,6.7,Hatchback,Popular,001015-4,8,2022
Fiat,Siena EL 1.6 spi,2000,301300,12398.0,13.2,13.6,1644,6.9,Hatchback,Popular,001014-6,7,2022
Fiat,Siena EL Celeb. 1.0 mpi Fire Flex 8V 4p,2016,119982,41172.0,13.3,17.0,1640,6.6,Hatchback,Popular,001273-4,7,2022
Fiat,Siena EL Celeb. 1.4 mpi Fire Flex 8V 4p,2016,121832,46923.0,12.2,16.3,2436,6.9,Hatchback,Popular,001332-3,6,2022
Fiat,Siena ELX 1.0 mpi Fire 16v 4p (25 anos),2003,262941,14330.0,13.6,15.0,1625,6.6,Hatchback,Popular,001158-4,8,2022
Fiat,Siena ELX 1.0 mpi Fire/Fire Flex 8V 4p,2010,182843,25363.0,12.4,14.2,1932,6.8,Hatchback,Popular,001211-4,7,2022
Fiat,Siena ELX 1.3 mpi Fire 16V 4p,2005,296244,16727.0,13.7,15.8,2421,7.5,Hatchback,Popular,001141-0,6,2022
Fiat,Siena ELX 1.3 mpi Flex 8V 4p,2005,334442,18096.0,11.2,15.1,2140,6.9,Hatchback,Popular,001212-2,8,2022
Fiat,Siena ELX 1.4 mpi Fire Flex 8V 4p,2010,238504,27941.0,11.9,15.0,1595,7.3,Hatchback,Popular,001224-6,7,2022
Fiat,Siena ELX 1.5 mpi 4p,2000,406139,13794.0,13.8,14.5,2182,7.3,Hatchback,Popular,001112-6,6,2022
Fiat,Siena ELX 1.6 mpi 8V/16V 4p,2003,265158,13256.0,13.3,14.2,2058,7.2,Hatchback,Popular,001077-4,7,2022
Fiat,Siena ELX 1.8 mpi 8V 103cv 4p,2004,359567,14486.0,13.0,15.1,1596,6.6,Hatchback,Popular,001199-1,7,2022
Fiat,Siena ESSENCE 1.6 Flex 16V 4p,2012,173487,32876.0,13.4,13.5,2208,6.8,Hatchback,Popular,001322-6,6,2022
Fiat,Siena ESSENCE Dualogic 1.6 Flex 16V 4p,2012,160044,34035.0,12.0,13.8,2218,7.2,Hatchback,Popular,001323-4,6,2022
Fiat,Siena EX 1.0 mpi Fire 16v 4p,2002,292120,10978.0,11.5,15.6,1839,6.5,Hatchback,Popular,001157-6,8,2022
Fiat,Siena EX 1.3 mpi Fire 8V 67cv 4p,2004,313253,14171.0,13.9,15.2,2312,6.8,Hatchback,Popular,001198-3,7,2022
Fiat,Siena EX 1.8 mpi 8V 103cv 4p,2004,270114,15705.0,11.5,15.4,2438,7.3,Hatchback,Popular,001197-5,6,2022
Fiat,Siena HL 1.6 mpi 16V,1998,328644,9564.0,11.8,15.1,1516,7.0,Hatchback,Popular,001016-2,8,2022
Fiat,Siena HLX 1.8 mpi Flex 8V 4p,2010,249627,28417.0,12.5,17.0,2285,7.4,Hatchback,Popular,001213-0,7,2022
Fiat,Siena HLX Dualogic 1.8 mpi Flex 8V 4p,2010,184453,27541.0,11.3,15.7,1978,6.8,Hatchback,Popular,001279-3,8,2022
Fiat,Siena Sporting 1.6 Flex 16V 4p,2011,204965,28333.0,12.5,16.9,1697,7.3,Hatchback,Popular,001333-1,6,2022
Fiat,Siena Sporting Dualogic 1.6 Flex 16V 4p,2011,161003,29430.0,13.1,15.7,1836,6.8,Hatchback,Popular,001334-0,8,2022
Fiat,Siena Stile/Sport MTV 1.6 mpi 16V,1999,381199,10597.0,11.4,13.8,1887,7.2,Hatchback,Popular,001017-0,8,2022
Fiat,Siena TETRAFUEL 1.4 mpi Fire Flex 8v 4p,2012,186067,24926.0,13.4,16.2,2051,7.4,Hatchback,Popular,001241-6,8,2022
Fiat,Stilo 1.8 ATTRACTIVE Flex 8V 5p,2011,161579,26058.0,11.7,16.4,2077,7.1,Hatchback,Popular,001298-0,7,2022
Fiat,Stilo 1.8 MS Lim.Edit./ MS Season 16V,2007,256023,26850.0,13.9,14.1,1740,6.5,Hatchback,Popular,001220-3,7,2022
Fiat,Stilo 1.8 SP Flex 8V 5p,2011,199475,26716.0,11.3,16.0,2106,7.2,Hatchback,Popular,001243-2,6,2022
Fiat,Stilo 1.8 Sporting Flex 8V 5P,2011,187206,32934.0,11.6,17.0,1719,7.0,Hatchback,Popular,001247-5,7,2022
Fiat,Stilo 1.8/ 1.8 Connect 8V 103cv 5p,2006,305708,20005.0,13.8,15.9,1990,7.5,Hatchback,Popular,001180-0,6,2022
Fiat,Stilo 1.8/ 1.8 Connect Flex 8V 5p,2011,184398,28141.0,12.6,15.8,2171,7.1,Hatchback,Popular,001230-0,8,2022
Fiat,Stilo 1.8/ 1.8 SP/ Connect 16V 122cv 5p,2007,267546,22219.0,12.8,15.7,1545,6.9,Hatchback,Popular,001181-9,7,2022
Fiat,Stilo 2.4 Abarth 20V 167cv 5p,2009,238335,42785.0,12.3,14.6,1870,6.6,Hatchback,Popular,001182-7,8,2022
Fiat,Stilo Dualogic 1.8 BlackMotion Flex 8V,2011,210584,34495.0,11.7,16.1,1956,6.6,Hatchback,Popular,001270-0,6,2022
Fiat,Stilo Dualogic 1.8 Flex 8V 5p,2011,215359,30046.0,12.4,16.5,2423,7.1,Hatchback,Popular,001252-1,8,2022
Fiat,Stilo Dualogic 1.8 SP Flex 8V 5p,2011,157881,30144.0,12.8,15.2,1661,6.9,Hatchback,Popular,001253-0,8,2022
Fiat,Stilo Dualogic 1.8 Sporting Flex 8V 5p,2011,181573,34444.0,11.5,14.2,2267,7.2,Hatchback,Popular,001254-8,6,2022
Fiat,Stilo Duologic 1.8 ATTRACTIVE Flex 8V 5p,2011,200211,29046.0,12.1,15.7,2235,6.8,Hatchback,Popular,001299-8,8,2022
Fiat,Strada 1.3 mpi Fire 8V 67cv CE,2005,273524,24663.0,11.9,14.6,2304,7.3,Hatchback,Popular,001184-3,7,2022
Fiat,Strada 1.3 mpi Fire 8V 67cv CS,2005,270734,24117.0,13.0,16.7,2011,7.4,Hatchback,Popular,001183-5,6,2022
Fiat,Strada 1.4 mpi Fire Flex 8V CE,2012,207577,36761.0,13.3,14.3,1588,6.6,Hatchback,Popular,001222-0,7,2022
Fiat,Strada 1.4 mpi Fire Flex 8V CS,2012,186313,34280.0,11.1,16.6,1774,7.0,Hatchback,Popular,001221-1,7,2022
Fiat,Strada Adv. Ext. 1.8 LOCKER Dual.Flex CE,2016,137264,63682.0,13.7,16.0,2460,6.7,Hatchback,Popular,001446-0,8,2022
Fiat,Strada Adv. Ext./ Ext.1.8 LOCKER Flex CE,2017,96155,73247.0,13.6,14.1,2243,7.1,Hatchback,Popular,001448-6,6,2022
Fiat,Strada Adv. Extreme 1.8 Dual. Flex CE,2016,98453,62658.0,11.3,16.4,1864,6.9,Hatchback,Popular,001447-8,7,2022
Fiat,Strada Adv. M. March. 1.8 Flex 16V CD,2013,173808,56318.0,12.9,13.7,1675,6.9,Hatchback,Popular,001404-4,7,2022
Fiat,Strada Adv. M. March.1.8 Dual. Flex CD,2013,166573,55060.0,13.9,14.1,1951,7.5,Hatchback,Popular,001405-2,6,2022
